ts_start,ts_end,nodeid,iccid,total_measurement_duration,dl_test_duration,imsimccmnc,nwmccmnc,cid_changes,enodebid_changes,devicemode_changes,devicesubmode_changes,rsrp_changes,rssi_changes,lac_changes,min_rsrp,max_rsrp,median_rsrp,min_rssi,max_rssi,median_rssi,hour_of_day,day_of_week,res_dl_kbps
1516744879,1516744917,305,89460120151127090328,38,11.405618906021118,24001,24202,0,0,0,0,0,0,0,-113,-113,-113.0,-81,-81,-81.0,22,1,8421.456130572898
1502259373,1502259410,305,89460120151127090328,37,12.192472696304321,24001,24202,0,0,0,0,0,0,0,,,,-81,-81,-81.0,6,2,8508.400495
1500488232,1500488267,305,89460120151127090328,35,11.327839851379395,24001,24202,0,0,0,0,0,3,0,,,,-91,-71,-81.5,18,2,11594.566459
1505383343,1505383379,305,89460120151127090328,36,11.38708782196045,24001,24202,0,0,0,0,0,2,0,,,,-82,-71,-75.0,10,3,8413.992569
1501805772,1501805813,305,89460120151127090328,41,12.400583267211914,24001,24202,0,0,0,0,0,0,0,,,,-71,-71,-71.0,0,4,11248.783192
1502799375,1502799416,305,89460120151127090328,41,11.185758590698242,24001,24202,0,0,0,0,0,0,0,,,,-75,-75,-75.0,12,1,10503.498606
1506484936,1506484969,305,89460120151127090328,33,10.320114850997925,24001,24202,0,0,0,0,0,3,0,,,,-66,-59,-61.0,4,2,25681.268579
1499235435,1499235466,305,89460120151127090328,31,10.433786392211914,24001,24202,0,0,0,0,2,1,0,-101,-100,-101.0,-71,-69,-71.0,6,2,3668.35955
1499537845,1499537901,305,89460120151127090328,56,13.25927996635437,24001,24202,0,0,0,0,0,1,0,-105,-105,-105.0,-78,-76,-77.0,18,5,8993.222522
1506463465,1506463498,305,89460120151127090328,33,13.822734594345093,24001,24202,0,0,0,0,1,1,0,-118,-112,-115.0,-81,-79,-80.0,22,1,2202.811015
1515967271,1515967304,305,89460120151127090328,33,10.887617588043213,24001,24202,0,0,0,0,0,1,0,,,,-72,-69,-69.0,22,6,7083.188452848343
1502194579,1502194641,305,89460120151127090328,62,11.153138637542725,24001,24202,0,0,0,0,0,1,0,,,,-90,-80,-85.0,12,1,18408.627065
1502691377,1502691417,305,89460120151127090328,40,12.580104112625122,24001,24202,0,0,0,0,0,1,0,,,,-77,-75,-77.0,6,0,5462.94043
1511396110,1511396144,305,89460120151127090328,34,10.353828191757202,24001,24202,0,0,0,0,0,1,0,,,,-81,-79,-81.0,0,3,14658.371142220094
1511439310,1511439344,305,89460120151127090328,34,11.123813390731812,24001,24202,0,0,0,0,0,0,0,,,,-84,-84,-84.0,12,3,9724.117724505919
1516377696,1516377729,305,89460120151127090328,33,10.914069414138794,24001,24202,0,0,0,0,0,0,0,,,,-56,-56,-56.0,16,4,26793.239268809342
1503274577,1503274606,305,89460120151127090328,29,10.770246267318726,24001,24202,0,0,0,0,0,0,0,-103,-103,-103.0,-71,-71,-71.0,0,0,31556.672075
1510596908,1510596945,305,89460120151127090328,37,10.939621448516846,24001,24202,0,0,0,0,1,0,0,-109,-108,-108.5,-77,-77,-77.0,18,0,3405.089647596843
1500250637,1500250666,305,89460120151127090328,29,10.462908744812012,24001,24202,0,0,0,0,1,1,0,-87,-86,-87.0,-63,-61,-61.0,0,0,43561.124496
1516399273,1516399307,305,89460120151127090328,34,10.361963510513306,24001,24202,0,0,0,0,0,0,0,,,,-77,-77,-77.0,22,4,8322.186355831636
1501330647,1501330691,305,89460120151127090328,44,10.54936933517456,24001,24202,0,0,0,0,0,0,0,-94,-94,-94.0,-63,-63,-63.0,12,5,39157.965166
1504432933,1504432967,305,89460120151127090328,34,10.676620483398438,24001,24202,0,0,0,0,0,0,0,,,,-67,-67,-67.0,10,6,12384.820165
1503598579,1503598613,305,89460120151127090328,34,11.1094229221344,24001,24202,0,0,0,0,0,0,0,,,,-80,-80,-80.0,18,3,11533.471864
1503166577,1503166612,305,89460120151127090328,35,11.078108072280884,24001,24202,0,0,0,0,0,0,0,,,,-75,-75,-75.0,18,5,10310.383721
1516658481,1516658515,305,89460120151127090328,34,10.147038221359253,24001,24202,0,0,0,0,0,1,0,-105,-105,-105.0,-77,-74,-75.5,22,0,29021.11371238772
1515924068,1515924117,305,89460120151127090328,49,14.489726305007935,24001,24202,0,0,0,0,0,0,0,,,,-67,-67,-67.0,10,6,3514.2345204227695
1501309040,1501309084,305,89460120151127090328,44,10.300048351287842,24001,24202,0,0,0,0,0,0,0,-103,-103,-103.0,-72,-72,-72.0,6,5,66361.655021
1499840232,1499840259,305,89460120151127090328,27,10.510661602020264,24001,24202,0,0,0,0,2,1,0,-84,-83,-83.0,-60,-56,-60.0,6,2,62734.810804
1501762579,1501762660,305,89460120151127090328,81,23.97735285758972,24001,24202,0,0,0,0,0,5,0,,,,-119,-96,-110.5,12,3,768.080783
1501028243,1501028294,305,89460120151127090328,51,10.850615739822388,24001,24202,0,0,0,0,0,0,0,,,,-72,-72,-72.0,0,2,27049.83132
1500531442,1500531498,305,89460120151127090328,56,11.816603183746338,24001,24202,0,0,0,0,0,0,0,,,,-78,-78,-78.0,6,3,9954.574382
1501956973,1501957007,305,89460120151127090328,34,10.212841272354126,24001,24202,0,0,0,0,0,0,0,-103,-103,-103.0,-74,-74,-74.0,18,5,40602.858475
1506571338,1506571365,305,89460120151127090328,27,10.170475482940674,24001,24202,0,0,0,0,1,1,0,-79,-76,-76.0,-50,-48,-48.0,4,3,36477.861123
1516248070,1516248098,305,89460120151127090328,28,10.163837909698486,24001,24202,0,0,0,0,2,2,0,-80,-78,-79.0,-56,-52,-54.0,4,3,17602.856057191326
1507047198,1507047234,305,89460120151127090328,36,11.010746955871582,24001,24202,0,0,0,0,0,0,0,,,,-83,-83,-83.0,16,1,13401.127635
1515643272,1515643301,305,89460120151127090328,29,10.312469005584717,24001,24202,0,0,0,0,1,2,0,-94,-93,-93.0,-66,-62,-64.0,4,3,20838.1553639725
1516528877,1516528904,305,89460120151127090328,27,10.24381971359253,24001,24202,0,0,0,0,0,0,0,-90,-90,-90.0,-59,-59,-59.0,10,6,21484.485655324177
1504497751,1504497784,305,89460120151127090328,33,10.740985870361328,24001,24202,0,0,0,0,0,0,0,,,,-85,-85,-85.0,4,0,9775.613631
1514333792,1514333831,305,89460120151127090328,39,11.33749532699585,24001,24202,0,0,0,0,0,0,0,,,,-82,-82,-82.0,0,2,9174.086177346227
1506528133,1506528168,305,89460120151127090328,35,10.244109630584717,24001,24202,0,0,0,0,0,0,0,,,,-58,-58,-58.0,16,2,24633.65745
1516269669,1516269705,305,89460120151127090328,36,10.231399059295654,24001,24202,0,0,0,0,0,1,0,-110,-110,-110.0,-82,-78,-80.0,10,3,15561.131452116819
1501611383,1501611452,305,89460120151127090328,69,11.994606733322144,24001,24202,1,0,0,0,0,1,0,,,,-92,-88,-92.0,18,1,9868.556608
1516053670,1516053709,305,89460120151127090328,39,10.77080488204956,24001,24202,0,0,0,0,0,1,0,,,,-76,-72,-74.0,22,0,6377.19402183098
1504281745,1504281781,305,89460120151127090328,36,11.004502058029175,24001,24202,0,0,0,0,0,0,0,,,,-71,-71,-71.0,16,4,17263.122764
1516096870,1516096900,305,89460120151127090328,30,10.200449705123901,24001,24202,0,0,0,0,1,0,0,-97,-96,-96.0,-65,-65,-65.0,10,1,23576.0090687562
1500164233,1500164261,305,89460120151127090328,28,10.146686553955078,24001,24202,0,0,0,0,1,1,0,-92,-91,-91.5,-67,-64,-65.5,0,6,44468.112593
1501935373,1501935399,305,89460120151127090328,26,10.278213739395142,24001,24202,0,0,0,0,0,1,0,-92,-92,-92.0,-66,-63,-66.0,12,5,103914.029523
1502086574,1502086603,305,89460120151127090328,29,10.454018831253052,24001,24202,0,0,0,0,0,1,0,-105,-105,-105.0,-78,-76,-77.0,6,0,26990.271436
1500682644,1500682697,305,89460120151127090328,53,11.186390399932861,24001,24202,0,0,0,0,0,0,0,,,,-78,-78,-78.0,0,5,17594.640899
1500401838,1500401892,305,89460120151127090328,54,25.842771530151367,24001,24202,1,0,0,0,0,6,0,,,,-115,-79,-109.0,18,1,1614.007698
1503144977,1503145010,305,89460120151127090328,33,11.097800254821777,24001,24202,0,0,0,0,0,3,0,,,,-92,-84,-85.0,12,5,22453.102119
1502280975,1502281011,305,89460120151127090328,36,11.024503469467163,24001,24202,0,0,0,0,0,0,0,,,,-81,-81,-81.0,12,2,16792.123557
1504346544,1504346581,305,89460120151127090328,37,10.891899824142456,24001,24202,0,0,0,0,0,0,0,,,,-68,-68,-68.0,10,5,12468.444513
1516183269,1516183314,305,89460120151127090328,45,10.40782356262207,24001,24202,0,0,0,0,0,0,0,-110,-110,-110.0,-79,-79,-79.0,10,2,5253.326571361149
1499645833,1499645861,305,89460120151127090328,28,10.708735466003418,24001,24202,0,0,0,0,0,1,0,-89,-89,-89.0,-65,-62,-63.5,0,0,53012.880032
1510575307,1510575337,305,89460120151127090328,30,10.252607822418213,24001,24202,0,0,0,0,0,1,0,-105,-105,-105.0,-78,-75,-76.5,12,0,44867.009333295646
1501654575,1501654616,305,89460120151127090328,41,10.89626169204712,24001,24202,0,0,0,0,0,2,0,,,,-94,-83,-85.0,6,2,8561.897929
1500337045,1500337092,305,89460120151127090328,47,10.39104676246643,24001,24202,0,0,0,0,0,0,0,-106,-106,-106.0,-76,-76,-76.0,0,1,71458.602192
1503620178,1503620234,305,89460120151127090328,56,11.11482834815979,24001,24202,0,0,0,0,0,0,0,,,,-80,-80,-80.0,0,4,17653.080386
1502432179,1502432237,305,89460120151127090328,58,10.967334032058716,24001,24202,1,0,0,0,0,1,0,,,,-90,-73,-90.0,6,4,6884.008058
1501006643,1501006690,305,89460120151127090328,47,11.070495843887329,24001,24202,0,0,0,0,0,1,0,,,,-70,-68,-69.0,18,1,24710.072266
1502043375,1502043418,305,89460120151127090328,43,11.252178430557251,24001,24202,0,0,0,0,0,2,0,,,,-86,-69,-77.0,18,6,19390.030162
1506549734,1506549763,305,89460120151127090328,29,10.231377601623535,24001,24202,0,0,0,0,1,0,0,-100,-99,-99.5,-68,-68,-68.0,22,2,27379.965623
1515902555,1515902595,305,89460120151127090328,40,11.867790937423706,24001,24202,0,0,0,0,0,1,0,-114,-114,-114.0,-85,-83,-84.0,4,6,14313.789026691264
1515708074,1515708102,305,89460120151127090328,28,10.213989496231079,24001,24202,0,0,0,0,0,1,0,-87,-87,-87.0,-57,-54,-54.0,22,3,31370.981800381698
1516636872,1516636901,305,89460120151127090328,29,10.468519687652588,24001,24202,0,0,0,0,0,1,0,-87,-87,-87.0,-61,-59,-60.0,16,0,37630.89718409056
1502000173,1502000208,305,89460120151127090328,35,12.305541753768921,24001,24202,0,0,0,0,1,2,0,-94,-93,-94.0,-69,-65,-67.0,6,6,12544.589968
1500423432,1500423459,305,89460120151127090328,27,10.502683401107788,24001,24202,0,0,0,0,1,1,0,-100,-99,-99.5,-70,-67,-68.5,0,2,46989.062825
1506506534,1506506562,305,89460120151127090328,28,10.508045434951782,24001,24202,0,0,0,0,2,2,0,-81,-74,-76.0,-55,-44,-51.0,10,2,16836.450227
1499689039,1499689095,305,89460120151127090328,56,10.898314714431763,24001,24202,0,0,0,0,0,1,0,-89,-89,-89.0,-65,-62,-63.5,12,0,37214.254578
1501870572,1501870607,305,89460120151127090328,35,10.737916707992554,24001,24202,0,0,0,0,0,2,0,,,,-71,-61,-65.0,18,4,24502.805211
1502302572,1502302605,305,89460120151127090328,33,10.928645849227905,24001,24202,0,0,0,0,0,1,0,,,,-87,-83,-85.0,18,2,18680.959486
1508364789,1508364815,305,89460120151127090328,26,10.144450664520264,24001,24202,0,0,0,0,0,1,0,-99,-99,-99.0,-71,-66,-66.0,22,2,43368.19008825328
1514420179,1514420212,305,89460120151127090328,33,10.54827880859375,24001,24202,0,0,0,0,0,0,0,-103,-103,-103.0,-74,-74,-74.0,0,3,52077.913019781605
1516766471,1516766503,305,89460120151127090328,32,10.165158748626709,24001,24202,0,0,0,0,0,2,0,-109,-109,-109.0,-82,-79,-79.0,4,2,20754.200633220174
1501201035,1501201069,305,89460120151127090328,34,11.346628189086914,24001,24202,0,0,0,0,0,0,0,,,,-78,-78,-78.0,0,4,18639.583713
1508624002,1508624036,305,89460120151127090328,34,10.710176944732666,24001,24202,0,0,0,0,0,0,0,,,,-70,-70,-70.0,22,5,16585.425975458696
1500747496,1500747524,305,89460120151127090328,28,10.59867238998413,24001,24202,0,0,0,0,0,0,0,-80,-80,-80.0,-50,-50,-50.0,18,5,57350.548574
1508559201,1508559234,305,89460120151127090328,33,10.996594905853271,24001,24202,0,0,0,0,0,1,0,,,,-72,-67,-67.0,4,5,14283.149276144215
1514463372,1514463400,305,89460120151127090328,28,10.392566204071045,24001,24202,0,0,0,0,0,1,0,-85,-85,-85.0,-59,-57,-58.0,12,3,21959.50175564207
1500509832,1500509867,305,89460120151127090328,35,12.022289037704468,24001,24202,0,0,0,0,0,1,0,,,,-87,-85,-85.0,0,3,14707.186047
1503555373,1503555407,305,89460120151127090328,34,11.14448595046997,24001,24202,0,0,0,0,0,0,0,,,,-84,-84,-84.0,6,3,4433.291209
1499602634,1499602672,305,89460120151127090328,38,11.463853359222412,24001,24202,0,0,0,0,0,0,0,-108,-108,-108.0,-77,-77,-77.0,12,6,12824.269419
1501222636,1501222669,305,89460120151127090328,33,11.223745346069336,24001,24202,0,0,0,0,0,0,0,,,,-81,-81,-81.0,6,4,11269.701959
1506939228,1506939276,305,89460120151127090328,48,13.560731887817383,24001,24202,0,0,0,0,2,1,0,-112,-96,-102.0,-79,-73,-73.0,10,0,639.304138
1499775432,1499775464,305,89460120151127090328,32,10.229193449020386,24001,24202,0,0,0,0,0,1,0,-104,-104,-104.0,-76,-73,-73.0,12,1,38697.178381
1502496976,1502497013,305,89460120151127090328,37,11.160783052444458,24001,24202,0,0,0,0,0,2,0,-108,-108,-108.0,-80,-77,-80.0,0,5,22729.461255
1504324942,1504324978,305,89460120151127090328,36,10.631764650344849,24001,24202,0,0,0,0,0,1,0,,,,-74,-69,-71.5,4,5,11118.485453
1507500790,1507500828,305,89460120151127090328,38,10.436135292053223,24001,24202,0,0,0,0,0,0,0,,,,-90,-90,-90.0,22,6,15552.230056719953
1505037743,1505037777,305,89460120151127090328,34,11.366915702819824,24001,24202,0,0,0,0,0,1,0,-102,-102,-102.0,-71,-69,-69.0,10,6,21295.209741
1510532112,1510532147,305,89460120151127090328,35,10.950337886810303,24001,24202,0,0,0,0,0,0,0,,,,-82,-82,-82.0,0,0,10588.483490917608
1503188177,1503188211,305,89460120151127090328,34,10.417134523391724,24001,24202,0,0,0,0,0,0,0,,,,-71,-71,-71.0,0,6,27443.202325
1499624233,1499624272,305,89460120151127090328,39,11.25171971321106,24001,24202,0,0,0,0,1,1,0,-109,-108,-108.0,-81,-77,-81.0,18,6,23000.963268
1516356069,1516356102,305,89460120151127090328,33,10.669890642166138,24001,24202,0,0,0,0,0,1,0,-95,-95,-95.0,-69,-67,-67.0,10,4,11046.052096977577
1501892173,1501892199,305,89460120151127090328,26,10.325876235961914,24001,24202,0,0,0,0,0,2,0,-92,-92,-92.0,-66,-63,-64.0,0,5,60575.120342
1502950581,1502950641,305,89460120151127090328,60,11.05280065536499,24001,24202,0,0,0,0,0,1,0,,,,-80,-75,-77.5,6,3,12010.878039
1502842573,1502842609,305,89460120151127090328,36,11.3223557472229,24001,24202,0,0,0,0,0,0,0,,,,-92,-92,-92.0,0,2,7883.723277
1503339376,1503339408,305,89460120151127090328,32,10.953267574310303,24001,24202,0,0,0,0,0,1,0,,,,-76,-74,-74.0,18,0,21705.242411
1500790662,1500790692,305,89460120151127090328,30,10.55019736289978,24001,24202,0,0,0,0,0,1,0,-93,-93,-93.0,-66,-62,-62.0,6,6,58687.116859
1504303334,1504303373,305,89460120151127090328,39,10.60128664970398,24001,24202,0,0,0,0,0,2,0,,,,-77,-74,-75.0,22,4,11006.635239
1503360979,1503361014,305,89460120151127090328,35,10.922494411468506,24001,24202,0,0,0,0,0,1,0,,,,-79,-77,-78.0,0,1,20009.140051
1502151387,1502151437,305,89460120151127090328,50,11.784173250198364,24001,24202,0,0,0,0,0,0,0,,,,-85,-85,-85.0,0,1,18686.863177
1516118469,1516118501,305,89460120151127090328,32,10.680643320083618,24001,24202,0,0,0,0,0,1,0,,,,-66,-64,-65.0,16,1,6848.434740181574
1514398575,1514398612,305,89460120151127090328,37,11.323836326599121,24001,24202,0,0,0,0,0,2,0,,,,-88,-84,-85.0,18,2,2069.6293326019077
1503404173,1503404208,305,89460120151127090328,35,11.256813526153564,24001,24202,0,0,0,0,0,0,0,,,,-75,-75,-75.0,12,1,11582.778428
1501352240,1501352288,305,89460120151127090328,48,10.58641791343689,24001,24202,0,0,0,0,2,1,0,-103,-102,-103.0,-76,-72,-72.0,18,5,31892.558251
1502216185,1502216236,305,89460120151127090328,51,11.588068723678589,24001,24202,0,0,0,0,0,2,0,,,,-86,-80,-82.0,18,1,15901.461146
1511028909,1511028936,305,89460120151127090328,27,10.140154600143433,24001,24202,0,0,0,0,2,2,0,-95,-70,-86.0,-68,-46,-49.0,18,5,30918.969680189322
1502972182,1502972230,305,89460120151127090328,48,10.345057487487793,24001,24202,0,0,0,0,2,1,0,-110,-100,-103.0,-78,-75,-75.0,12,3,32631.914513
1504389745,1504389778,305,89460120151127090328,33,10.692021369934082,24001,24202,0,0,0,0,0,2,0,,,,-77,-71,-75.0,22,5,19351.541587
1504454539,1504454577,305,89460120151127090328,38,11.37643313407898,24001,24202,0,0,0,0,0,1,0,,,,-80,-72,-76.0,16,6,15931.874387
1516140075,1516140113,305,89460120151127090328,38,11.652459859848022,24001,24202,0,0,0,0,0,0,0,-105,-105,-105.0,-75,-75,-75.0,22,1,6868.324150668993
1516464070,1516464111,305,89460120151127090328,41,11.024227380752563,24001,24202,0,0,0,0,1,1,0,-115,-114,-114.5,-85,-83,-84.0,16,5,12299.419084303245
1516312870,1516312901,305,89460120151127090328,31,10.226414442062378,24001,24202,0,0,0,0,0,0,0,-96,-96,-96.0,-69,-69,-69.0,22,3,16468.88479239408
1499818633,1499818659,305,89460120151127090328,26,10.254982233047485,24001,24202,0,0,0,0,0,3,0,-96,-96,-96.0,-68,-65,-67.0,0,2,37001.69595
1515686476,1515686512,305,89460120151127090328,36,12.193847894668579,24001,24202,0,0,0,0,0,0,0,,,,-64,-64,-64.0,16,3,8976.763508897737
1502993790,1502993837,305,89460120151127090328,47,10.884057521820068,24001,24202,0,0,0,0,0,0,0,,,,-83,-83,-83.0,18,3,15524.700846
1507111995,1507112029,305,89460120151127090328,34,10.368459224700928,24001,24202,0,0,0,0,0,0,0,,,,-93,-93,-93.0,10,2,7612.412
1507068793,1507068820,305,89460120151127090328,27,10.284014701843262,24001,24202,0,0,0,0,0,1,0,-93,-93,-93.0,-64,-62,-64.0,22,1,45604.858508
1499278642,1499278692,305,89460120151127090328,50,11.276486873626709,24001,24202,1,0,0,0,0,2,0,,,,-72,-65,-71.0,18,2,5442.512816
1506852792,1506852824,305,89460120151127090328,32,10.210688829421997,24001,24001,0,0,0,0,1,1,0,-107,-106,-106.5,-78,-72,-75.0,10,6,50182.22871
1516442468,1516442498,305,89460120151127090328,30,10.261157989501953,24001,24202,0,0,0,0,0,1,0,-98,-98,-98.0,-71,-68,-69.5,10,5,27727.66060517089
1499494634,1499494676,305,89460120151127090328,42,11.864872455596924,24001,24202,0,0,0,0,0,0,0,,,,-89,-89,-89.0,6,5,14950.079226
1501913773,1501913800,305,89460120151127090328,27,10.334147453308105,24001,24202,0,0,0,0,0,1,0,-92,-92,-92.0,-66,-63,-63.0,6,5,169024.208002
1520053331,1520053363,305,89460120151127090328,32,10.259891033172607,24001,24202,0,0,0,0,1,2,0,-88,-87,-87.0,-63,-59,-61.0,5,5,18060.89971587053
1514441768,1514441796,305,89460120151127090328,28,10.184197902679443,24001,24202,0,0,0,0,3,2,0,-107,-103,-104.5,-79,-73,-75.0,6,3,28310.13098615184
1504778538,1504778567,305,89460120151127090328,29,10.35147500038147,24001,24202,0,0,0,0,0,0,0,-98,-98,-98.0,-68,-68,-68.0,10,3,61499.001054
1499732238,1499732278,305,89460120151127090328,40,10.422540426254272,24001,24202,0,0,0,0,0,1,0,-108,-108,-108.0,-81,-78,-78.0,0,1,40484.90044
1501827372,1501827412,305,89460120151127090328,40,12.193795919418335,24001,24202,0,0,0,0,0,2,0,,,,-108,-81,-99.0,6,4,1558.735627
1500920248,1500920289,305,89460120151127090328,41,10.898477554321289,24001,24202,0,0,0,0,0,1,0,-92,-92,-92.0,-66,-64,-65.0,18,0,45636.499525
1503533779,1503533812,305,89460120151127090328,33,11.019995212554932,24001,24202,0,0,0,0,0,0,0,,,,-95,-95,-95.0,0,3,8929.627758
1510553711,1510553743,305,89460120151127090328,32,10.22200322151184,24001,24202,0,0,0,0,0,0,0,-94,-94,-94.0,-67,-67,-67.0,6,0,32747.472955932422
1500617835,1500617879,305,89460120151127090328,44,12.282842636108398,24001,24202,0,0,0,0,0,1,0,,,,-102,-80,-80.0,6,4,3371.598663
1502820973,1502821027,305,89460120151127090328,54,30.009809017181396,24001,24202,0,0,0,0,0,7,0,,,,-103,-83,-94.5,18,1,709.290484
1508580787,1508580819,305,89460120151127090328,32,10.611049175262451,24001,24202,0,0,0,0,0,1,0,,,,-75,-73,-74.0,10,5,17814.29194942113
1504800143,1504800173,305,89460120151127090328,30,10.27622938156128,24001,24202,0,0,0,0,0,0,0,-101,-101,-101.0,-69,-69,-69.0,16,3,42891.525729
1506420139,1506420171,305,89460120151127090328,32,10.339478015899658,24001,24202,0,0,0,0,0,1,0,-108,-108,-108.0,-82,-78,-80.0,10,1,30363.060717
1499753837,1499753895,305,89460120151127090328,58,11.807031869888306,24001,24202,0,0,0,0,1,0,0,-95,-94,-95.0,-67,-67,-67.0,6,1,10978.900919
1501157839,1501157891,305,89460120151127090328,52,10.912430047988892,24001,24202,0,0,0,0,0,1,0,-110,-110,-110.0,-82,-78,-80.0,12,3,18932.400607
1500898637,1500898689,305,89460120151127090328,52,10.698664426803589,24001,24202,0,0,0,0,2,1,0,-90,-89,-89.0,-64,-62,-62.0,12,0,48979.057783
1499969921,1499969947,305,89460120151127090328,26,10.387356996536255,24001,24202,0,0,0,0,0,0,0,-95,-95,-95.0,-64,-64,-64.0,18,3,69411.298116
1520118137,1520118164,305,89460120151127090328,27,10.139586925506592,24001,24202,0,0,0,0,2,1,0,-86,-85,-86.0,-62,-59,-59.0,23,5,39475.97850099426
1501093038,1501093073,305,89460120151127090328,35,12.392101526260376,24001,24202,0,0,0,0,0,0,0,,,,-79,-79,-79.0,18,2,8027.412023
1503447380,1503447414,305,89460120151127090328,34,10.414766788482666,24001,24202,0,0,0,0,0,1,0,-103,-103,-103.0,-77,-74,-74.0,0,2,68787.498257
1504260134,1504260163,305,89460120151127090328,29,11.046959161758423,24001,24202,0,0,0,0,0,0,0,-92,-92,-92.0,-67,-67,-67.0,10,4,20453.110236
1511460911,1511460941,305,89460120151127090328,30,11.556039094924927,24001,24202,0,0,0,0,1,1,0,-87,-86,-86.5,-59,-57,-59.0,18,3,7243.101836594894
1510553786,1510553817,366,89470000160204126289,31,10.67519474029541,24201,24201,3,0,0,0,2,0,0,-100,-95,-98.5,-68,-68,-68.0,6,0,15835.647642380643
1504692200,1504692244,366,89470000160204126289,44,13.149941444396973,24201,24201,0,0,0,0,0,0,0,-99,-99,-99.0,-69,-69,-69.0,10,2,4096.218372
1516874524,1516874558,366,89470000160204126289,34,11.54686689376831,24201,24201,0,0,0,0,0,2,0,-95,-95,-95.0,-70,-67,-69.0,10,3,15699.956094263269
1504281798,1504281845,366,89470000160204126289,47,13.2252037525177,24201,24201,0,0,0,0,0,1,0,-98,-98,-98.0,-69,-67,-68.0,16,4,5035.727914
1504303393,1504303432,366,89470000160204126289,39,12.973835468292236,24201,24201,0,0,0,0,1,1,0,-98,-97,-97.0,-69,-66,-66.0,22,4,5802.07082
1515708067,1515708094,366,89470000160204126289,27,10.213284015655518,24201,24201,0,0,0,0,0,1,0,-87,-87,-87.0,-64,-61,-62.5,22,3,38488.58419629352
1520096573,1520096615,366,89470000160204126289,42,10.763712406158447,24201,24201,0,0,0,0,1,0,0,-111,-110,-110.5,-79,-79,-79.0,17,5,29096.05950588507
1499840326,1499840367,366,89470000160204126289,41,13.207206726074219,24201,24201,0,0,0,0,0,2,0,-99,-99,-99.0,-74,-69,-71.0,6,2,6627.779062
1507079964,1507079996,366,89470000160204126289,32,11.605035066604614,24201,24201,0,0,0,0,0,1,0,-111,-111,-111.0,-82,-79,-80.5,1,2,37485.805935
1516960868,1516960894,366,89470000160204126289,26,10.407362699508667,24201,24201,0,0,0,0,1,1,0,-86,-85,-85.5,-62,-55,-58.5,10,4,33282.15443461987
1507101553,1507101594,366,89470000160204126289,41,19.567805290222168,24201,24201,0,0,0,0,4,1,0,-110,-103,-107.0,-78,-72,-78.0,7,2,3666.468639
1516053667,1516053695,366,89470000160204126289,28,10.33883285522461,24201,24201,0,0,0,0,0,0,0,-96,-96,-96.0,-66,-66,-66.0,22,0,21966.691477252458
1506549790,1506549816,366,89470000160204126289,26,11.053065776824951,24201,24201,0,0,0,0,0,1,0,-104,-104,-104.0,-75,-73,-74.0,22,2,29480.671479
1504476141,1504476166,366,89470000160204126289,25,10.123431921005249,24201,24201,0,0,0,0,0,1,0,-98,-98,-98.0,-71,-69,-70.0,22,6,45287.154827
1514376971,1514377007,366,89470000160204126289,36,10.672020435333252,24201,24201,0,0,0,0,0,0,0,-100,-100,-100.0,-69,-69,-69.0,12,2,5334.026528908964
1515686467,1515686492,366,89470000160204126289,25,10.760122060775757,24201,24201,0,0,0,0,0,1,0,-75,-75,-75.0,-48,-44,-46.0,16,3,51542.201517309804
1515924068,1515924094,366,89470000160204126289,26,10.624433994293213,24201,24201,0,0,0,0,0,0,0,-80,-80,-80.0,-56,-56,-56.0,10,6,46618.48311759813
1516032068,1516032101,366,89470000160204126289,33,10.579210758209229,24201,24201,0,0,0,0,0,2,0,-95,-95,-95.0,-68,-64,-66.0,16,0,22198.716730175453
1506950425,1506950452,366,89470000160204126289,27,10.642979383468628,24201,24201,0,0,0,0,0,0,0,-96,-96,-96.0,-69,-69,-69.0,13,0,31701.378305
1506528208,1506528239,366,89470000160204126289,31,11.049189805984497,24201,24201,0,0,0,0,1,2,0,-86,-85,-85.0,-61,-59,-61.0,16,2,27119.709202
1499127505,1499127539,366,89470000160204126289,34,11.854393243789673,24201,24201,0,0,0,0,0,0,0,,,,-80,-80,-80.0,0,1,12590.228632
1499991495,1499991531,366,89470000160204126289,36,10.638399124145508,24201,24201,0,0,0,0,0,0,0,-97,-97,-97.0,-69,-69,-69.0,0,4,23304.067004
1506463341,1506463374,366,89470000160204126289,33,10.736576795578003,24201,24201,0,0,0,0,1,1,0,-108,-107,-107.5,-81,-77,-79.0,22,1,9756.760521
1516442524,1516442551,366,89470000160204126289,27,10.272933959960938,24201,24201,0,0,0,0,2,2,0,-95,-90,-91.0,-68,-61,-64.0,10,5,41448.56043271856
1516939270,1516939304,366,89470000160204126289,34,10.449596405029297,24201,24201,0,0,0,0,0,0,0,-102,-102,-102.0,-75,-75,-75.0,4,4,18689.58515896642
1499343487,1499343517,366,89470000160204126289,30,10.450991153717041,24201,24201,0,0,0,0,0,1,0,-111,-111,-111.0,-83,-80,-81.5,12,3,37685.278047
1516096867,1516096894,366,89470000160204126289,27,10.214266538619995,24201,24201,0,0,0,0,0,0,0,-84,-84,-84.0,-57,-57,-57.0,10,1,23423.21025558101
1511007428,1511007457,366,89470000160204126289,29,10.465081691741943,24201,24201,2,0,0,0,2,2,0,-112,-91,-91.0,-82,-59,-68.0,12,5,32443.218162482914
